,발화문,final_label
2239,괜히 매일 요즘에 우울한 기분이야.,1
2240,잘 맞았어.	,1
2241,우리 아빠가 어제 또 다쳤어.,1
2242,"차였어. 권태기라는데, 바람핀 것 같아.",1
2243,회사 안에 내 마음을 털어놓고 이야기할 사람이 없어서 더 힘들어.	,1
2244,내가 꼼꼼하게 못해서 그런건데 뭘.,1
2245,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,1
2246,난 잘하는게 하나도 없나 봐.	,1
2247,계속 살려니 고민이다 어떻게 해야 될지.,1
2248,괜히 매일 우울한 느낌이 들어.,1
2249,퇴근한지 얼마나 됐다고 회사에서 또 전화 왔어.,1
2250,다른 건 문제되는 건 전혀 없어. 취미도 같아.,1
2251,3년을 사귀면서 한번도 싸운 적이 없었어.,1
2252,그래 지금은 바쁘니까 다른 층을 써야 되겠어.,1
2253,면접 또 떨어진 거 있지.,1
2254,누가 화장실에 토를 하고 안 치웠어.,1
2255,엄마가 술 드시고 오실 때마다 이야기는 하셔. 하지만 술 드시고 오셨을 때는 싸움밖에 안 나. 술이 깨고 나서는 또 미안하다고만 하시고.,1
2256,기획안을 오늘까지 완성해서 내일 제출해야 하기 때문에 일찍 퇴근 못 해. 오늘 야근해야할 것 같아. 일이 너무 많아.,1
2257,정부보조금이랑 사람들의 기부금으로 운영이 되고 있대.,1
2258,아직은 그래. 좀 있으면 나아지겠지.,1
2259,요즘 부모님도 힘들다고 하시더라고. 내가 말을 못 하겠어.,1
2260,룸메이트랑 너무 자주 싸우게 돼서 불편해.,1
2261,갑자기 해피가 세상을 떠나서 가족들이 모두 슬퍼해.,1
2262,"약속이 있어서 친구 기다리고 있는데, 아직 안 왔어.",1
2263,고등학교 때부터 알던 친구인데 방을 더럽게 사용할 줄 몰랐어. 아마 알았으면 같이 살지 않았을 거야.,1
2264,그 친구가 갑자기 헤어지자고 하더라고. 아마 다른 여자가 생긴 것 같아.,1
2265,어떻게 말씀 드리겠어! 아직 말씀 못 드렸어.,1
2266,덥고 짜증나 죽겠는데 얘는 연락도 안돼.,1
2267,약속 장소를 옮겨보는 것도 정말 좋은 방법 같아. 하지만 친구가 어떻게 생각할지 모르겠어.,1
2268,너의 말대로 취미 시간을 가져보면 무기력한 마음과 우울한 마음이 사라질 수 있을까?,1
2269,기다린지 한 시간이나 넘었는데 연락도 없고 올 생각도 안 해. 너무 화가 나!,1
2270,나 면접 또 떨어졌어.,1
2271,회사에서 일 때문에 또 전화왔어.,1
2272,그러니까. 강아지가 너무 안쓰럽다.,1
2273,친구랑 식당에서 저녁을 먹는데 갑자기 지진이 일어나서 깜짝 놀랐어 지진 때문에 다치진 않았어.	,1
2274,다른 층에 사람들이 너무 많이 줄 서 있어. 우리 층 사람들이 아무래도 간 거 같애.,1
2275,사람들이 요즘 반려견에 대한 관심이 높아지면서 많은 사람들이 반려견을 키우고 있대. 그런데 그 사람들 중에서 반려견을 키우다가 버리는 경우가 생긴다는 이야기였어.,1
2276,저번 데이트 때 이제 그만 만나자고 하더라.	,1
2277,지난번에도 미뤘던 약속이라 이번에 미루면 친구한테 미안해져.,1
2278,이번 면접에서 떨어져서 다른 회사에 갈 준비를 해야하는데 면접에서 다섯 번 떨어지고 나니까 다른 회사에 면접 볼 자신이 안 생겨.,1
2279,하루종일 앉아서 하는 일이니까 어쩔 수 없지.,1
2280,술 드시고 오시다가 집 앞에서 넘어지셨대.,1
2281,최근에 폭발적으로 늘어나고 있대 아무래도 코로나 때문인 것 같기도 해.	,1
2282,요새 괜히 우울한 기분이 들어.,1
2283,내일부터 헬스 끊었어.,1
2284,일 할 사람이 나밖에 없나 봐 나한테 말 자꾸 일을 시켜.	,1
2285,응. 좋은데로 보내주었어.,1
2286,바쁘다는 핑계로 과장님이 나한테만 계속 연락하는 것 같아!,1
2287,처음부터 이러진 않았어 근데 최근들어서 더 심해지기 시작한 거야.	,1
2288,유기견 보호 시설은 너무나 부족하고 환경은 열악하대.,1
2289,다른 회사도 준비는 하고 있었는데 이번 회사에 합격할 거라고 생각하고 준비를 많이 못 했어.	,1
2290,나이트 클럽에서 만났어. 싫다고 했는데 자꾸 쫓아다녀서.,1
2291,"컨디션이 괜찮은 날이 별로 없고, 진행하고 있는 프로젝트가 잘 풀리지 않아서 마음이 우울해.",1
2292,그저께 밤부터 갑자기 시름시름 앓더라고. 그러더니 어제 끝내 눈을 감았어.,1
2293,술 드시고 집에 오시다가 넘어지셨대.,1
2294,이야기를 해도 잠깐 고쳤다가 다시 더러워져.,1
2295,어렵진 않았는데 내가 너무 떨려서 준비했던 거 다 보여 줄 수 없었어.	,1
2296,작년보다 세 배나 더 늘었대. 큰일이다. 더 늘어날 것 같애.,1
2297,생명에는 지장이 없지만 술이 문제야 술 때문에 더 무서워.,1
2298,헤어진지 두 달 정도 됐는데 아직도 헤어진게 실감이 나지 않아서 너무 마음이 아파.,1
2299,난 정말 잘하는 게 하나도 없는 것 같아.,1
2300,밥 먹어야 되겠지 이따가 밥 먹으면서 말씀드리려고 부모님께.	,1
2301,술 드시고 오실 때마다 엄마가 얘긴 해봤지. 그래도 답이 없어.,1
2302,쉬는 시간마다 스트레칭은 꼭 하고 있어.,1
2303,1시간이나 지났는데 아직도 연락도 없고 연락을 받지도 않아 또.	,1
2304,안 속상해. 너무 자주 있는 일이라 이제는 속상하지도 않아.,1
2305,그런 것 같긴 한데 아무튼 요즘 그래.	,1
2306,3년 됐어.	,1
2307,술 드시고 오실 때마다 이야기는 해봤지. 어제는 엄마가 아빠 붙잡고 우시더라.,1
2308,나 요즘 매일매일 우울한 기분이 들어.,1
2309,덥고 짜증나 죽겠는데 얘는 연락도 안 받아!,1
2310,지금 아빠가 준비하고 계셔.,1
2311,일주일에 다섯 번은 드시지. 정말 힘들어!,1
2312,사람들이 유기견들 데리고 키우지도 못 할거면서 조금 키우다가 막 갖다 버리고.. 아무튼 너무 불쌍했어.,1
2313,하지만 힘들게 들어온 회사잖아 조금만 더 버티면 나 정규직으로 해 준다고 했거든.	,1
2314,"나 내일 약속 있는데, 그대로 나가도 될까?",1
2315,어제 정말 무서웠어.,1
2316,집에 먹을 거는 그래도 라면 있어.,1
2317,밤 새워 준비한 기획안을 또 퇴짜 맞았어! 처음부터 다시 해오래.,1
2318,어제 갑자기 아파해서 응급실에 갔는데 결국 그렇게 되었네.,1
2319,유기견 다큐멘터리 봤는데 책임감 없는 사람들 정말 너무하더라.,1
2320,물론 내 잘못은 아니지. 내가 너무 무능한 탓도 있기는 해.,1
2321,헤어진 지 두 달 정도 됐는데 헤어진 충격에서 아직 벗어나지 못하고 있어.	,1
2322,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.	,1
2323,감염병 확진자가 나온 강남 지역에서 괜히 만났다가 우리도 전염병에 걸리면 어떡해. 그러니까 친구한테 전화해서 약속 장소를 다른 곳으로 변경할지 약속을 미룰지 이야기 해봐야겠어.,1
2324,같이 청소 시간을 정해 놨거든 그런데 청소 시간만 되면 약속 있다고 나가 버리잖아.	,1
2325,과중한 업무 때문에 나도 직장을 옮기고 싶어. 하지만 요즘 경기가 좋지 않아서 직장을 구하기가 힘들어.,1
2326,한 달 간 이 회사만 준비했잖아. 너무 힘들었어. 지금은 다른 회사를 생각하고 싶지도 않아.,1
2327,부모님께서 나보다 더 기대가 많으셨거든. 그래서 말씀을 못 드리겠어.,1
2328,최근엔 작년보다 한 세배는 더 늘어난 것 같더래.,1
2329,모르겠어. 아무것도 하기 싫고 움직이기도 싫어.,1
2330,그래. 산책이나 하고 와야겠다. 근데 비가 와서 못 갈 것 같아.,1
2331,어제 저녁에 진짜 무서웠어!,1
2332,"식당에서 친구랑 저녁 먹는데, 갑자기 지진이 나가지구. 난 다치진 않았는데 친구가 좀 다쳤어.",1
2333,연락 당연히 해봤지. 엄청 했는데도 안 받아.,1
2334,대화가 안 돼! 항상 술에 취해 있거든.,1
2335,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어!,1
2336,어제 저녁에 나 진짜 무서웠어.,1
2337,나 요즘 허리가 아픈 것 같아.,1
2338,무기력증 맞는 것 같아. 힘들고 바쁠 때는 몰랐지만 지금 한가하니까 힘이 다 빠져있는 것 같아.,1
2339,서로 친구로 지내다가 좋아하게 돼서 사겼었어.	,1
2340,술을 밥 먹듯이 드셔. 매일 거의 드시지.,1
2341,무섭겠지? 그럼 취소는 어려우니까 다른 장소로 옮겨야 되겠어. 내가 친구한테 잘 말해볼게.,1
2342,헤어진지 두 달 정도 됐는데 아직도 다른 사람 만나는 게 두려워.,1
2343,나이가 많기도 했고 엊그제 갑자기 의식을 잃었었어.,1
2344,나도 내 잘못이 아니었으면 정말 좋겠다.,1
2345,그냥 매일 우울하네.,1
2346,프로젝트가 진척이 없어서 그런가.,1
2347,술을 많이 마시고 집 계단을 오르다가 넘어져서 허리를 다쳤어.,1
2348,술 드시고 집에 오시다가 계단에서 구르셨대.,1
2349,두 달 지났는데 아직도 많이 힘들어.,1
2350,알았어. 우리집 반려견 해피랑 같이 산책하는 시간도 가져볼게.,1
2351,"상사가 내 기획안을 보면서 잘못된 점을 지적하는데, 그 이야기를 듣고 나니까 모든 게 내 잘못 같았어.",1
2352,십오 년을 동거동락을 했으니 가족들 마음이 힘들겠지.,1
2353,여러번 했지. 안 받네.,1
2354,다들 바빠. 서로 자기들 일하기에 바뻐.,1
2355,지난번에 한 번 미뤘던 약속이야 다시 미루자고 하기는 좀 그래.	,1
2356,사람들이 키우던 강아지를 중간에 버리는 경우가 너무 많아져서 유기견 문제가 엄청 심각해!,1
2357,강아지 때는 귀여워서 키우는데 커다란 성인 견이 되면 그 다음엔 더 이상 키울 수가 없어서 버리나 봐.	,1
2358,월급날이 2주나 남았는데 생활비가 없어.,1
2359,"응, 다시 전화해서 물어봐야겠다.	",1
2360,맞어. 이렇게 힘든지 몰랐어. 쉽게 잊을 줄 알고.,1
2361,나 요즘 허리가 아픈 것 같아.,1
2362,그러고 싶어. 그렇지만 일이 너무 바빠서 쉴 수가 없어.,1
2363,"버려진 유기견들 이야기였는데, 유기견 보호소는 턱 없이 부족하고, 환경은 너무 지저분했어.",1
2364,아무것도 안 하고 있었더니 더 기분이 우울해지더라고. 아무래도 취미를 가져보는 게 가장 좋은 방법일 것 같아.,1
2365,그러면 내가 억울하지도 않지 평상시 엄청 잘했거든.	,1
2366,일주일에 다섯번 이상은 드셔. 그 정도면 중독이신거지.,1
2367,나 결국 헤어졌어. ,1
2368,보조금이랑 사람들의 기부금으로 운영이 되고 있대.,1
2369,그러고 싶지만 하는 일이 너무 많아. 일이 바빠서 그럴 여력이 없어.,1
2370,내가 잘못해서 이렇게 된 건 맞지. 감기 걸린 것도 관리 못한 내 잘못이고.,1
2371,"친구가 약속 시간에 너무 늦어서 화가 나기도 하고, 친구한테 무슨 일 있는 거 같아서 전화를 했는데 전화를 안 받아.",1
2372,다른 사람들도 눈코 뜰 새 없이 바빠 서로 안일을 묻기에는 회사가 너무 바쁘게 돌아가고 있어.	,1
2373,"유기견 다큐멘터리를 봤는데, 책임감 없는 사람들 정말 너무해.",1
2374,스트레스가 심하니까 밥도 넘어가지를 않아. 부모님과 같이 먹어야 되겠지.,1
2375,기다린지 벌써 한 시간째야.,1
2376,오기가 좀 그래.,1
2377,며칠 전부터 아이가 힘을 못 쓰더라구. 그러더니 지난 밤에 그냥 자다가 간 것 같아.,1
2378,한 시간이나 혼자 기다리고 있어. 진짜 너무하지 않니?,1
2379,퇴근한지 얼마나 됐다고. 회사에서 또 연락이 왔어.,1
2380,약속 시간에 너무 많이 늦어서 답답해서 친구한테 전화를 했는데 전화를 안 받아!,1
2381,직장 상사한테 또 혼났어. ,1
2382,15년 동안 가족이랑 함께 한 해피가 갑자기 세상을 떠나서 다들 허전해 하시고 슬퍼하셔.,1
2383,나는 문제라고 생각하지 못 했던 걸 여자친구는 문제라고 생각했던 것 같아.,1
2384,나 그 사람이랑 헤어졌어.,1
2385,주변에서 밥 먹던 사람들이 넘어지고 난리도 아니었어. 내 친구는 다리 삐끗해서 병원 갔다왔어. ,1
2386,어제 저녁에 뉴스에서 나왔듯이 지진이 일어났잖아.,1
2387,그런가? 정말 힘들고 바쁘긴 했는데. 아무 것도 하기 싫다.,1
2388,퇴근한지 얼마나 됐다고 회사에서 연락 또 왔어.,1
2389,"약속시간에 너무 늦어서 화가 나기도 하고, 무슨 일이 생긴 건가 싶어서 친구한테 전화를 했어. 그런데 내 전화를 안 받아.",1
2390,아니. 너무 잘 맞았지. 그런건 없었어.,1
2391,"유기견 다큐멘터리 봤는데, 무책임한 사람들 때문에 정말 화가 나.",1
2392,응. 얘는 매번 약속이 있을 때마다 연락도 없이 늦어.,1
2393,그 생각도 많이 했어.,1
2394,요새 감염병 때문에 시끄럽다는 거를 친구도 알고 있기 때문에 내일 약속을 어떻게 할지 이야기 나눠 봐야겠어.,1
2395,밥 먹을 자격도 없어. 밥도 안 넘어가고.,1
2396,돈이 하나도 없어! 2주나 기다려야 돼!,1
2397,응. 조금이라도 이상있으면 바로 병원에 가보려고. 고마워.,1
2398,안 좋은 속을 따뜻한 물로 달래야겠어.,1
2399,내가 잘 못 해서 그런거지 뭐. 내 자신이 정말 한심하다!,1
2400,"그저께 저녁에 갑자기 의식을 잃고 쓰러져서 동물병원에 응급실로 데려갔어. 의식을 찾고 좀 나아지나 싶었는데, 결국 세상을 떠났어.",1
2401,우리 아빠 어제 또 다쳤어!,1
2402,응 아주 많은 것 같아.,1
2403,나는 잘하는 게 없나봐. ,1
2404,약속 장소가 감염병 확진자가 확인된 강남 지역이야. 그래서 너무 무섭고 걱정돼.,1
2405,나 어떻게 살지? 이번 달 완전 망했어.,1
2406,내가 힘들게 들어간 거 알잖아 그런데 어떻게 이직을 생각하겠어 참고 견디는 수밖에 없어.	,1
2407,이제 두 달 되어가. 하지만 잊을 수가 없어. 잊혀지지가 않아.,1
2408,식당에서 밥을 먹던 사람들이 갑자기 일어난 지진 때문에 여기저기 넘어졌어. 내 친구는 많이 다치진 않았지만 발목을 조금 다쳤어. 다행히 많이 다친 사람들은 없었어.,1
2409,알았어. 해피랑 산책하는 시간도 많이많이 가져볼게.,1
2410,다행히 생명에는 지장이 없다네.,1
2411,아무것도 안 하는 시간은 나한테 너무 힘들더라고. 취미를 한번 가져볼게.,1
2412,며칠 전에 확진자가 나온 강남역이야! 좀 찜찜해서 그래!,1
2413,응 지금 생활비가 아예 뚝 떨어진 상태야.,1
2414,룸메와 너무 자주 싸우게 돼.	,1
2415,면접에 어려운 문제가 좀 나오긴 했지만 내가 대답을 성실히 했기 때문에 붙을 거라고 생각했어.,1
2416,지금 가족분들도 너무 힘들어 해.,1
2417,사실 요즘 같아서는 정말 그만두고 싶다.,1
2418,룸메이트랑 또 싸웠어.	,1
2419,우리 차장님이 맨날 나만 일을 시켜. 왜 이렇게 힘들게 시키는지 모르겠어. 정말 지쳐가고 있어.,1
2420,약속을 잡고 만날 때마다 매번 늦어! 그래서 너무 화가 나!,1
2421,그것도 얼른 상의해서 정해야 되는데 아직 진행 못 했어.	,1
2422,오래 만났는데 최근에 다툼이 있었는데 그 것 때문에 헤어지게 됐어.,1
2423,없어. 계약직은 나 하나밖에 없거든.,1
2424,술 드시고 오실 때마다 가족들이 붙잡고 얘기를 했지 하지만 매번 똑같은 대답만 하셔 끊을 수 있겠다고.	,1
2425,권태기가 왔대. 내가 너무 지겨워졌나봐.,1
2426,알았어 해피랑 산책하는 시간도 좀 가져 볼게.	,1
2427,화장실 입구에 토해놔서 다른 칸에 갈 수가 없어. 화장실 자체를 들어갈 수가 없다고.,1
2428,맞아 우리에게 행복을 주고 떠났으니 좋은 곳으로 갔을 거야.,1
2429,3년 내내 한 번도 싸운 적이 없어.,1
2430,퇴근한지 얼마나 됐다구 회사에서 또 연락이 왔어.,1
2431,어. 그래야 될 것 같지. 강남 쪽은 아무래도 좀 어려울 거 같애.,1
2432,룸메랑 너무 싸우게 돼.	,1
2433,얘기해 봤지. 잠깐 괜찮더니 요즘 또 그래.,1
2434,친구가 아직도 안오고 있어.,1
2435,"오늘 회사에서 갑자기 전화 와서 나한테 또 업무를 준다고 해서 너무 화가 나고 짜증이 났는데, 너한테 이야기하고 나니까 마음이 좀 풀렸어. 고마워.",1
2436,술에 잔뜩 취하셔서 계단에서 굴러 넘어지셨대.,1
2437,지금은 괜찮으셔. 하지만 병원에 이틀간 입원하셔야 된대.,1
2438,약속 있어서 나왔는데 아직 친구가 안 왔어.,1
2439,도착하자마자 연락은 해 봤지. 하지만 전화를 안 받아.,1
2440,허리가 다치셨는데 며칠 간 누워계셔야 한대.,1
2441,그렇잖아도 쉬는 시간마다 스트레칭 하고 있어 하니까 한결 낫더라.	,1
2442,응. 아직도 그대로 있어.,1
2443,이번 기획안만 끝내면 조금 쉴 시간이 생겨. 그때 쉬어야지.,1
2444,아니. 얘기할 사람이 없어서 더 힘든 것 같기도 해. 혼자 이겨내야 하니까.,1
2445,두 달 정도 된 것 같은데 아직도 힘들어.,1
2446,밥은 아직 못 먹었고 집에 들어가면서 사먹게.,1
2447,도착하자마자부터 연락은 해 봤지 그런데 전화를 안 받아.	,1
2448,쓰레기를 아무 생각없이 여기저기 막 버려 치우지도 않고.	,1
2449,그저께 밤에 갑자기 의식을 잃어버리더라고. 그러더니 어제 끝내 눈을 감았어.,1
2450,두 달이 넘었어. 요즘은 힘드네. 다른 사람 만나기도 싫고. 우울해지고 있어.,1
2451,해피가 어제 세상을 떠났어.,1
2452,아침에 일어나서 화장실에 갔는데 토가 있어서 너무 놀랐어.,1
2453,술을 많이 마시고 집에 오다가 계단에서 넘어져서 허리를 다쳤어.,1
2454,맞아 좋은 곳으로 갔을 거야 우리에게 정말 행복을 주고 떠났잖아.	,1
2455,항상 늦게 오는 것 같아. 학교 때부터 알아주는 늦장부리는 아이였어.,1
2456,하고 있는 일의 진도가 잘 나가지지 않아서 일을 하고 싶은 마음이 없어졌어. 무기력한 날이 점점 늘어서 걱정이야.,1
2457,"다른 칸 쓰고 오긴 했는데, 정말 기분 나빠.",1
2458,이야기 하고 싶은데 얼굴을 봐야지 하지 연락도 안 되는데 어떻게 하니?	,1
2459,"아, 얘기했다가 괜히 나로 오해받는 거 아니겠지? 아, 진짜 더러워 죽겠네!",1
2460,나 면접 또 떨어졌어.,1
2461,아니. 전화 절대 안 받네. 진짜 화나게.,1
2462,도착하자마자 연락을 해봤지. 전화를 안 받아. ,1
2463,계단에서 넘어지면서 허리만 다쳐서 생명에 지장은 없어. 하지만 허리 치료 때문에 당분간 병원 신세를 져야 해.,1
2464,고마워 좀 기운이 난다.	,1
2465,해피가 어제 세상을 떠났어.,1
2466,해피가 죽었어.,1
2467,그저께 밤에 갑자기 의식을 잃어버리더라구. 그러고 어젯밤에 끝내 눈을 못떴어.,1
2468,고등학교 동창이었어.,1
2469,그냥 속이 답답해서 잠깐 나왔어 무작정 걷고 있지.	,1
2470,평소에 많이 드시진 않는데 요즘 들어서 많이 드셔.,1
2471,남자친구랑 함께 했던 추억이 너무 많아서 마음 정리가 쉽지 않은 것 같아.,1
2472,우리 아버지 또 다치셨어.,1
2473,우리 곁에서 항상 함께한 해피가 갑자기 세상을 떠나서 가족들이 많이 허전해하고 슬퍼해.,1
2474,생활비가 다 떨어졌어.,1
2475,도착한지 1시간 넘었어.	,1
2476,룸메이트와 너무 자주 싸우고 있어.,1
2477,프로젝트에 진도가 잘 나가지지 않아서 일하고 싶은 마음이 사라졌어 무기력한 날이 점점 늘어가고 있어.	,1
2478,아직 못 가봤어 하지만 옆에 있는 친구가 갔다 왔는데 허리디스크라고 그랬대 그리고 주사를 맞았는데 너무 고통스러웠대 나 무서워.	,1
2479,나 결국 헤어졌어.,1
2480,3년 전에 친구 소개로 만나게 되었어. ,1
2481,아까 선배가 커피 사준다 해서 잠깐 나갔다 왔어.,1
2482,일주일에 다섯번은 술드시니까 매번 사건사고가 터지긴 해.,1
2483,이야기를 해 보려고 하는데 아빠가 맨날 화만 내. 	,1
2484,나 내일 약속있는데 이대로 나가도 될까?,1
2485,나 이번 면접에서도 떨어졌어!,1
2486,집에 못 들어가고 있어 밖에 있어.,1
2487,해피가 어제 세상을 떠났어.,1
2488,유기견 보호센터를 찍은 거였거든. 그곳에 갇혀있는 유기견들의 눈빛이 아직도 잊혀지질 않아.,1
2489,헤어진 지 이제 두 달 다 돼 가. 그런데 잊혀지지가 않아.,1
2490,맞아. 무기력증인 것 같애. 한동안 힘들고 바빴었거든. 그게 지나니깐 허탈한 것 같애.,1
2491,"약속 시간에 지각하는 거에 대해서 친구한테 이야기해 보려고 했는데, 친구가 기분 상해할까봐 매번 참았어.",1
2492,대박! 화장실에 누가 토해놨어.,1
2493,한 3년 정도 만났지.,1
2494,그래 오늘 진짜 이야기 할 거야.,1
2495,이제 두 달 조금 넘었어. 잊혀지지가 않아.,1
2496,아빠가 술을 많이 드시고 오는 날에는 매번 다쳐서 가족들이 너무 걱정이 돼서 아빠한테 술 좀 끊으시라고 말씀드렸어. 그런데 아빠는 우리 말을 전혀 안 듣고 계속 술을 많이 드셔.,1
2497,맞아 속상해 죽겠어. 술은 매주 5일은 드시는 것 같애.,1
2498,정부 보조금 조금이랑 그다음에 사람들의 기부로 꾸려나가고 있대.,1
2499,나도 잘 모르겠어. 힘도 없고 입맛도 없어.,1
2500,그래. 뭘 하든 해야지.,1
2501,기획안때문에 밀린 일도 있고 오늘 야근해야 될지도 몰라.	,1
2502,다들 바쁘다는 핑계로 서로 외면하고 있어.,1
2503,"응. 가족들은 괜찮은데, 아직도 좀 후유증이 있지.",1
2504,나 내일 약속이 있는데 그대로 나가도 될까?,1
2505,그래. 뭐라도 해봐야겠다. 고마워.,1
2506,이야기 몇 번 해봤는데 그때 뿐이더라고.	,1
2507,"고등학교 친구였어. 음, 같은 반 된 적은 한번도 없고.",1
2508,벌써 1시간째야 이럴 줄 알았으면 미리 연락이라도 하지.	,1
2509,알았어. 오늘처럼 힘들 때 내 이야기 좀 들어줘. 그럼 많이 풀릴 것 같애.,1
2510,약속이 있어서 친구를 기다리는데 친구가 아직 안 와. ,1
2511,누군가 화장실에 토 해놓고 치우지도 않고 그냥 가버렸어.,1
2512,이야기도 하고 병원에 가자고도 했는데 얘기를 안 들으셔. 거진 포기 상태야.,1
2513,어. 정말 어마어마하게 유기견이 많더라고.,1
2514,종일 울고만 계셔.,1
2515,너무나 많은 일로 내가 스트레스 받고 지쳐서 버틸 수 있을 지 모르겠어.,1
2516,화를 내기도 하고 뭐라고 하기도 했는데 말을 들어 먹지를 않어!,1
2517,도착하자마자 해봤지. 하지만 전화를 안 받아.,1
2518,중요한 약속이라 미루긴 힘들 것 같아.,1
2519,나 있잖아. 면접에서 또 떨어졌어.,1
2520,다행히도 넘어지면서 허리만 다치셔서 생명에 지장은 없어. 머리를 다쳤으면 어쩔 뻔 했어. 정말 큰일 날 뻔 했어.,1
2521,밥 생각이 없어. 이따 저녁이나 먹어야될 것 같애.,1
2522,따로 살 수도 없어 보증금을 빼줘야 하는데 내가 지금 돈이 없거든.,1
2523,화장실 입구에 토해놔갖구 다른 칸은 쓸 수도 없어. 정말 매너가 꽝이야.,1
2524,나 결국 헤어졌어.,1
2525,벌써 헤어진지 두 달이나 넘었어.,1
2526,사귀는 동안 성격이 너무 잘 맞아서 싸운 적이 한 번도 없었어. 그래서 사람들이 천생연분이라고 말했어.,1
2527,이번 회사가 공채 마지막 회사였어. 다른 곳을 준비할 수가 없어.,1
2528,나 결국 헤어졌어.,1
2529,가족들도 경제적으로 너무 힘들기 때문에 도와달라고 말하기 힘들어.,1
2530,물론 시도는 해봤지. 하지만 말씀은 똑같으셔. 힘들어서 드셨대.,1
2531,헤어진 지 이제 두 달 다 돼가. 그런데 정말 잊혀지지가 않아.,1
2532,3년 전에 친구 소개로 만나게 되었어.,1
2533,권태기가 와서.,1
2534,3년 연애했지.,1
2535,나 면접에서 또 떨어졌어.,1
2536,"으, 화장실에 누가 토하고 안치웠어.",1
2537,보고서 다시 쓰려면 오늘도 밤 새워야할 것 같아.,1
2538,다른 회사도 준비하고 있었는데 자꾸 면접에 떨어지니까 자신이 없어.,1
2539,아무것도 안 하는 시간은 나를 더 힘들게 해. 취미를 한번 가져볼게.,1
2540,회사 안에 내 마음을 털어놓고 이야기할 사람이 없어서 스트레스를 풀 수가 없어.	,1
2541,"그냥 요즘 프로젝트도 잘 안되고. 약간 슬럼프 온 것 같은데. 너무 힘이 빠지고 아무 의욕도 없어. 아, 우울해.",1
2542,갑자기 헤어지재. 다른 여자가 생긴 것 같아.,1
2543,진행하고 있는 프로젝트의 진도가 잘 나가지지 않아서 일을 하고 싶은 마음이 안 생겨. 나 정말 무기력증인가봐. 어떻게 해?,1
2544,가족들도 많이 힘든 상황이라서.,1
2545,다른 사람들도 많이 다친 것 같아. 어디서는 아프다고 막 소리도 나고 난리도 아니었어.,1
2546,빨리 시간이 흘러서 괜찮아졌으면 좋겠어.,1
2547,생활비가 2만원 밖에 없어.,1
2548,회사 안에 내 마음을 털어놓고 이야기할 사람이 없어서 마음이 답답해.,1
2549,"최근에 사람들이 반려견에 대한 관심이 높아지면서, 많은 사람들이 반려견을 키우고 있대. 그런데 키우다가 중간에 버리는 경우가 생긴다는 내용이었어.",1
2550,나 결국 헤어졌어.,1
2551,"퇴근한 지 얼마나 됐다고, 회사에서 또 연락이 왔어.",1
2552,이번 기획안만 마무리짓고 연차 좀 내려고.,1
2553,해피가 어제 세상을 떠났어.,1
2554,누가 그런지 나도 궁금해. 어쩜 그렇게 비매너지?,1
2555,부장님한테 또 지적받았어. 자료 다시 제출하래.,1
2556,한 달 정도 됐어. 빨리 정신 차려야지.,1
2557,오늘부터 해피랑 산책하러 많이 시간을 가질게!,1
2558,이대로면 계속 살기는 힘들어.,1
2559,늦을 때마다 이야기는 해봤지. 그 때마다 고치겠다고는 했어.,1
2560,그냥 다 귀찮아. 아무것도 하기도 싫고.,1
2561,오늘 중으로 내야 하는 거기 때문에 아마 야근해야 될지도 몰라.	,1
2562,경기도에 있는 유기견 보호센터를 찍었더라고.,1
2563,퇴근한지 얼마나 됐다고 회사에서 또 전화 왔어.,1
2564,나는 잘하는 게 없는 거 같아.,1
2565,이젠 지쳤어. 다른 회사 준비하기엔 내가 너무 힘들어.,1
2566,기획안을 내일까지 제출해야 해서 오늘 야근해야 할 것 같아. 일이 너무 많아.,1
2567,술 드시고 계단에서 또 넘어지셨어.	,1
2568,약속있어서 나왔는데 친구가 아직도 오지를 않아.,1
2569,그러게. 따뜻한 물이라도 좀 마시면서 진정해야겠어.,1
2570,부모님께 너무 죄송해서 면접에 떨어졌다는 소식을 말하지 못했어. ,1
2571,빨리 시간이 흘렀으면 좋겠어. 생각 안나게.,1
2572,"모르겠어. 갑자기, 갑자기 이렇에 아픈데 왜 그러는지 잘 모르겠다.",1
2573,응. 2만원밖에 없어.,1
2574,매너가 좋아서 나한테 잘 맞춰줬거든.,1
2575,가만히 앉아서 일을 하니까 허리가 더 아픈 것 같아.,1
2576,남자친구가 새로운 여자친구가 생겼다고 헤어지자고 통보했어!,1
2577,그 사람한테 받은 상처가 커서 금방 잊혀질 줄 알았는데 마음 정리가 정말 쉽지가 않아.,1
2578,알았어. 친구도 걱정하고 있을지도 모르겠지. 내가 잘 말해볼게.,1
2579,나 내일 약속 있는데 이거 그대로 나가도 될까?,1
2580,"으, 드러운 걸 봤어. 누가 화장실에 토해놓고 치우지를 않았어!",1
2581,일주일에 5일은 기본이고 밥보다 술을 더 많이 드셔.,1
2582,약속 장소는 명동인데 사람이 너무 많은 것 같아.,1
2583,난 잘하는 게 없나 봐.,1
2584,요즘 자꾸 나한테 짜증을 내고 화를 내고 있어.,1
